pathway_rank,pathway,priority_group,n_cell_types_present,cell_types,n_same_direction_celltypes,n_both_FDR05_celltypes,n_convergent_FDR_celltypes,best_cell_type,best_NES_AD,best_NES_PD,best_FDR_AD,best_FDR_PD,best_joint_FDR,median_NES_AD,median_NES_PD,median_conservative_abs_NES,max_conservative_abs_NES,shared_leading_edge_n,shared_leading_edge_genes,union_leading_edge_n,union_leading_edge_genes,candidate_genes_n,candidate_genes,shared_candidate_genes_n,shared_candidate_genes,best_candidate_rank,n_pathways_represented
428,Transcriptional regulation of brown and beige adipocyte differentiation,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Oligo,1.0248642158001762,1.8512812080435288,0.8260653957177673,0.049822130859552,0.8260653957177673,1.0032895431082849,1.4277115409496992,0.9468711856772912,1.0618803615651886,9,DIO2;HNRNPU;NCOA1;PPARA;PRDM16;RBBP4;RBBP7;SMAD1;SMAD4,24,BMP7;CHD3;CHD4;DIO2;GATAD2A;HDAC1;HDAC2;HNRNPU;MBD3;MTA1;MTA2;MTA3;NCOA1;PPARA;PPARG;PPARGC1A;PPARGC1B;PRDM16;RBBP4;RBBP7;RXRA;SMAD1;SMAD4;ZNF423,24,BMP7;CHD3;RXRA;HNRNPU;NCOA1;CHD4;GATAD2A;PPARG;RBBP4;SMAD1;DIO2;PRDM16;PPARA;HDAC1;MTA1;MBD3;MTA3;MTA2;RBBP7;SMAD4;ZNF423;HDAC2;PPARGC1A;PPARGC1B,9,HNRNPU;NCOA1;RBBP4;SMAD1;DIO2;PRDM16;PPARA;RBBP7;SMAD4,1059,3
430,Negative regulation of MAPK pathway,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,OPC,-1.4323866167164374,-1.5453701900343149,0.2904970676241297,0.2225091974068825,0.2904970676241297,-1.0400111100757985,-1.438453933251365,0.946632141269582,1.4323866167164374,12,DUSP10;DUSP8;HRAS;MAP2K1;MAPK3;PAQR3;PEBP1;PPP2R1A;PPP2R5B;PTPN7;UBA52;YWHAB,35,ARAF;BRAF;BRAP;DUSP1;DUSP10;DUSP16;DUSP4;DUSP6;DUSP8;DUSP9;HRAS;KRAS;KSR1;MAP2K1;MAP2K2;MAPK1;MAPK12;MAPK3;MARK3;PAQR3;PEBP1;PPP2CB;PPP2R1A;PPP2R5A;PPP2R5B;PPP2R5C;PPP2R5D;PPP2R5E;PPP5C;PTPN7;RPS27A;UBA52;UBB;UBC;YWHAB,35,MAPK12;MARK3;DUSP10;PEBP1;HRAS;PPP2CB;MAPK1;BRAP;UBA52;RPS27A;DUSP6;MAPK3;YWHAB;PPP5C;BRAF;PPP2R5C;DUSP8;PTPN7;DUSP1;PPP2R5D;PPP2R5B;PAQR3;UBC;PPP2R1A;MAP2K1;DUSP16;MAP2K2;PPP2R5A;UBB;ARAF;KSR1;KRAS;PPP2R5E;DUSP9;DUSP4,12,DUSP10;PEBP1;HRAS;UBA52;MAPK3;YWHAB;DUSP8;PTPN7;PPP2R5B;PAQR3;PPP2R1A;MAP2K1,709,1
431,SARS-CoV-1 activates/modulates innate immune responses,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Astro,-1.147879020067379,-1.2579127540648465,0.6681013357165811,0.2780763460632607,0.6681013357165811,-0.970036783121836,-0.1434768262169542,0.9459530488496326,1.147879020067379,16,IFIH1;IFIT1;IFIT3;IRAK2;IRF3;KPNA2;KPNB1;NLRP3;PCBP2;PPIA;PPIH;RELA;RPS27A;TKFC;TRAF6;UBA52,35,BST2;IFIH1;IFIT1;IFIT2;IFIT3;IKBKE;IRAK2;IRF3;ITCH;KPNA2;KPNB1;MAVS;NFKB1;NFKBIA;NLRP3;NMI;PCBP2;PPIA;PPIB;PPIG;PPIH;PYCARD;RCAN3;RELA;RPS27A;RUNX1;TBK1;TKFC;TOMM70;TRAF3;TRAF6;TRIM25;UBA52;UBB;UBC,35,PPIH;KPNB1;ITCH;IFIH1;TBK1;RELA;PPIA;TKFC;TRAF6;IFIT1;UBA52;NMI;RPS27A;KPNA2;RUNX1;IRF3;TRAF3;TRIM25;PPIG;IFIT3;IFIT2;IRAK2;UBC;NFKBIA;NFKB1;PPIB;RCAN3;NLRP3;UBB;BST2;PYCARD;TOMM70;PCBP2;MAVS;IKBKE,16,PPIH;KPNB1;IFIH1;RELA;PPIA;TKFC;TRAF6;IFIT1;UBA52;RPS27A;KPNA2;IRF3;IFIT3;IRAK2;NLRP3;PCBP2,24,2
432,Defective B3GALTL causes PpS,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Oligo,1.1094754651866985,1.0242801873999998,0.7498922625102437,0.6316127360702698,0.7498922625102437,0.9064823578043968,0.9456794334080516,0.9456794334080516,1.100789756035796,8,ADAMTS1;ADAMTS2;ADAMTS7;ADAMTS8;ADAMTS9;ADAMTSL3;B3GLCT;THSD4,31,ADAMTS1;ADAMTS10;ADAMTS12;ADAMTS13;ADAMTS14;ADAMTS16;ADAMTS17;ADAMTS18;ADAMTS19;ADAMTS2;ADAMTS3;ADAMTS4;ADAMTS5;ADAMTS6;ADAMTS7;ADAMTS8;ADAMTS9;ADAMTSL1;ADAMTSL2;ADAMTSL3;ADAMTSL5;B3GLCT;CFP;SEMA5A;SEMA5B;SPON1;THBS2;THSD1;THSD4;THSD7A;THSD7B,31,THSD7A;SPON1;ADAMTSL1;ADAMTS6;ADAMTSL3;ADAMTS4;ADAMTS2;THSD4;ADAMTS13;ADAMTS7;ADAMTS1;THSD7B;ADAMTS14;ADAMTS9;ADAMTS19;ADAMTS17;ADAMTS3;B3GLCT;SEMA5A;ADAMTS18;ADAMTS16;ADAMTS8;ADAMTS10;SEMA5B;ADAMTS12;ADAMTS5;THSD1;THBS2;ADAMTSL2;ADAMTSL5;CFP,8,ADAMTSL3;ADAMTS2;THSD4;ADAMTS7;ADAMTS1;ADAMTS9;B3GLCT;ADAMTS8,588,2
433,Arachidonate metabolism,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Astro,-1.2626911961533982,-1.244166781775868,0.5136902237672061,0.2935152710481551,0.5136902237672061,-1.190465125702993,-0.6105636718953724,0.9454052828148978,1.244166781775868,10,AKR1C3;CBR1;CYP2J2;EPHX2;FAAH;FAAH2;PON1;PON3;PTGES2;TBXAS1,31,ABCC1;AKR1C3;ALOX12;ALOX15B;ALOX5;CBR1;CYP1B1;CYP2J2;CYP2U1;CYP4F3;DPEP2;EPHX2;FAAH;FAAH2;GGT1;GGT5;GPX4;HPGDS;LTA4H;LTC4S;MAPKAPK2;PON1;PON2;PON3;PTGDS;PTGES2;PTGES3;PTGR1;PTGS1;SLC27A1;TBXAS1,31,PTGES2;TBXAS1;PON1;AKR1C3;FAAH2;PTGES3;GPX4;MAPKAPK2;PON3;GGT1;ABCC1;ALOX5;PON2;CYP2J2;PTGR1;CYP2U1;ALOX15B;CYP4F3;CBR1;PTGS1;FAAH;LTC4S;EPHX2;HPGDS;LTA4H;SLC27A1;ALOX12;GGT5;DPEP2;PTGDS;CYP1B1,10,PTGES2;TBXAS1;PON1;AKR1C3;FAAH2;PON3;CYP2J2;CBR1;FAAH;EPHX2,20,1
439,Carboxyterminal post-translational modifications of tubulin,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,OPC,-1.4520209451718402,-1.605997626395531,0.2748223246742201,0.1775049650588927,0.2748223246742201,-0.9438010175533595,-1.76246566742469,0.9438010175533595,1.4520209451718402,10,TTL;TTLL1;TTLL3;TTLL4;TTLL6;TUBA1B;TUBB2A;TUBB2B;TUBB4A;TUBB4B,27,AGBL1;AGBL2;AGBL3;AGBL4;LRRC49;SVBP;TPGS1;TPGS2;TTL;TTLL1;TTLL12;TTLL3;TTLL4;TTLL6;TTLL7;TUBA1A;TUBA1B;TUBA1C;TUBA4A;TUBA8;TUBB2A;TUBB2B;TUBB4A;TUBB4B;TUBB8;VASH1;VASH2,27,SVBP;TTLL4;TUBA1C;TUBB4A;TTLL3;TUBB2A;TUBA1B;TTLL1;TTLL12;LRRC49;TTLL6;TUBB4B;TUBB2B;VASH2;TPGS1;TTL;AGBL3;TUBB8;AGBL1;TTLL7;TUBA1A;AGBL4;VASH1;TUBA8;TPGS2;TUBA4A;AGBL2,10,TTLL4;TUBB4A;TTLL3;TUBB2A;TUBA1B;TTLL1;TTLL6;TUBB4B;TUBB2B;TTL,716,1
441,Signaling by CSF3 (G-CSF),R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,OPC,-0.9269881455076844,-1.1664186143545934,0.7864677294729882,0.5924236176196513,0.7864677294729882,-0.9433661676602936,-1.3136422908370422,0.9433661676602936,1.0997048691690818,7,CSF3R;GAB2;JAK2;LYN;PTPN11;SOCS3;STAT1,24,CSF3R;ELOB;ELOC;GAB2;GRB2;JAK1;JAK2;KRAS;LYN;PTPN11;RPS27A;SOCS3;STAT1;STAT3;STAT5A;STAT5B;SYK;TYK2;UBA52;UBB;UBC;UBE2D1;UBE2D2;UBE2D3,24,PTPN11;STAT3;STAT1;SYK;UBA52;RPS27A;UBE2D1;JAK2;UBE2D3;UBC;GRB2;GAB2;STAT5B;UBE2D2;SOCS3;CSF3R;UBB;LYN;TYK2;STAT5A;KRAS;JAK1;ELOB;ELOC,7,PTPN11;STAT1;JAK2;GAB2;SOCS3;CSF3R;LYN,115,2
444,Elastic fibre formation,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Micro,1.4237861569664505,1.6586493480530626,0.5484183588357722,0.0732386503445133,0.5484183588357722,0.94150169895574,1.3998024564971436,0.94150169895574,1.4237861569664505,8,BMP2;EFEMP1;ITGA5;ITGAV;ITGB1;ITGB8;LTBP2;TGFB2,29,BMP2;BMP7;EFEMP1;EFEMP2;ELN;EMILIN1;EMILIN2;FBLN1;FBLN2;FBLN5;FBN1;FBN2;FN1;FURIN;ITGA5;ITGA8;ITGAV;ITGB1;ITGB5;ITGB8;LOXL1;LOXL3;LTBP1;LTBP2;LTBP3;MFAP3;TGFB1;TGFB2;TGFB3,29,FN1;ITGAV;LOXL3;ITGB5;BMP7;TGFB2;ITGB8;LTBP1;EFEMP2;ITGB1;LTBP2;FBLN2;EFEMP1;FBN2;ITGA8;EMILIN2;TGFB3;LTBP3;MFAP3;BMP2;FBN1;FBLN5;ITGA5;TGFB1;ELN;FURIN;EMILIN1;FBLN1;LOXL1,8,ITGAV;TGFB2;ITGB8;ITGB1;LTBP2;EFEMP1;BMP2;ITGA5,732,1
448,Diseases associated with glycosylation precursor biosynthesis,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,OPC,-1.2776528868620605,-0.949844969908138,0.4069820092787795,0.8149794991532422,0.8149794991532422,-0.9442092632338496,-1.0509948206852509,0.938505809260759,0.9763497546009036,8,DHDDS;DOLK;DPM2;GALT;MPI;NUS1;PGM1;SRD5A3,13,DHDDS;DOLK;DPM2;DPM3;GALE;GALK1;GALT;GFPT1;GNE;MPI;NUS1;PGM1;SRD5A3,13,PGM1;GALE;SRD5A3;DPM2;DOLK;MPI;GALK1;GALT;NUS1;DHDDS;GFPT1;GNE;DPM3,8,PGM1;SRD5A3;DPM2;DOLK;MPI;GALT;NUS1;DHDDS,166,1
450,Deadenylation-dependent mRNA decay,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Oligo,1.3733111817153425,0.9377035857575796,0.561902731281326,0.750826880999423,0.750826880999423,1.0002628725247713,-0.0195670747260464,0.937103155884402,1.0092772434732822,22,CNOT10;CNOT11;CNOT4;CNOT6L;CNOT8;DCPS;DDX6;EDC3;EIF4B;EIF4E;EXOSC2;EXOSC5;EXOSC6;EXOSC8;LSM3;LSM4;NT5C3B;PABPC1;PAN2;PATL1;TNKS1BP1;XRN1,48,CNOT1;CNOT10;CNOT11;CNOT2;CNOT3;CNOT4;CNOT6L;CNOT7;CNOT8;CNOT9;DCP1A;DCP1B;DCP2;DCPS;DDX6;DIS3;EDC3;EIF4A2;EIF4A3;EIF4B;EIF4E;EIF4G1;EXOSC1;EXOSC2;EXOSC4;EXOSC5;EXOSC6;EXOSC7;EXOSC8;EXOSC9;HBS1L;LSM1;LSM2;LSM3;LSM4;LSM5;LSM6;LSM7;NT5C3B;PABPC1;PAIP1;PAN2;PAN3;PARN;PATL1;TNKS1BP1;TUT4;XRN1,48,LSM1;EIF4A3;PATL1;CNOT6L;PAN2;CNOT2;EXOSC1;DCP1B;EXOSC8;PABPC1;DDX6;TNKS1BP1;NT5C3B;CNOT10;LSM3;XRN1;EDC3;CNOT4;DIS3;HBS1L;PAN3;EIF4A2;LSM4;LSM5;EXOSC6;CNOT11;CNOT8;EIF4B;EXOSC9;CNOT1;CNOT3;PARN;EIF4G1;DCPS;DCP2;LSM2;PAIP1;EXOSC2;LSM7;EXOSC5;EXOSC4;LSM6;DCP1A;CNOT7;EXOSC7;TUT4;CNOT9;EIF4E,22,PATL1;CNOT6L;PAN2;EXOSC8;PABPC1;DDX6;TNKS1BP1;NT5C3B;CNOT10;LSM3;XRN1;EDC3;CNOT4;LSM4;EXOSC6;CNOT11;CNOT8;EIF4B;DCPS;EXOSC2;EXOSC5;EIF4E,245,3
451,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Astro,-1.1750329675374076,-1.613891527442682,0.633720850994235,0.0493927989467021,0.633720850994235,-1.2370870563922094,-0.936262128565989,0.936262128565989,1.1750329675374076,13,DERL2;EDEM2;GANAB;MAN1B1;MOGS;NGLY1;OS9;PSMC1;RPS27A;UBA52;UBC;UBXN1;VCP,32,AMFR;CALR;CANX;DERL1;DERL2;EDEM1;EDEM2;EDEM3;ENGASE;GANAB;MAN1B1;MLEC;MOGS;NGLY1;OS9;PDIA3;PRKCSH;PSMC1;RAD23B;RNF139;RNF185;RNF5;RPS27A;SEL1L;SYVN1;TRIM13;UBA52;UBB;UBC;UBXN1;UGGT1;VCP,32,VCP;ENGASE;PRKCSH;PDIA3;RNF5;MAN1B1;UBA52;PSMC1;RPS27A;MOGS;EDEM1;EDEM3;UBXN1;SEL1L;GANAB;TRIM13;SYVN1;UBC;CALR;MLEC;EDEM2;OS9;DERL1;RAD23B;DERL2;UBB;RNF139;CANX;AMFR;UGGT1;RNF185;NGLY1,13,VCP;MAN1B1;UBA52;PSMC1;RPS27A;MOGS;UBXN1;GANAB;UBC;EDEM2;OS9;DERL2;NGLY1,44,2
453,Nuclear RNA decay,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Oligo,1.163496693893091,1.4450882812620474,0.7475298764672462,0.2107896264238309,0.7475298764672462,0.9355699892680478,0.1761476632361716,0.9355699892680478,1.163496693893091,15,EXOSC1;EXOSC2;EXOSC5;EXOSC6;EXOSC9;MTREX;PAPOLG;RBM26;TENT4B;WDR82;XRN2;YTHDC2;ZC3H18;ZC3H3;ZCCHC8,32,C1D;DIS3;DXO;EXOSC1;EXOSC10;EXOSC2;EXOSC4;EXOSC5;EXOSC6;EXOSC7;EXOSC8;EXOSC9;MPHOSPH6;MTREX;NCBP1;NCBP2;PABPN1;PAPOLG;RBM26;SRRT;TENT4A;TENT4B;WDR82;XRN2;YTHDC1;YTHDC2;ZC3H18;ZC3H3;ZC3H4;ZCCHC7;ZCCHC8;ZFC3H1,32,SRRT;NCBP2;NCBP1;ZCCHC8;YTHDC2;EXOSC1;WDR82;EXOSC8;ZC3H18;EXOSC10;RBM26;DIS3;PAPOLG;EXOSC6;DXO;MPHOSPH6;ZC3H4;EXOSC9;YTHDC1;ZCCHC7;ZFC3H1;EXOSC2;EXOSC5;EXOSC4;ZC3H3;XRN2;C1D;EXOSC7;TENT4A;TENT4B;MTREX;PABPN1,15,ZCCHC8;YTHDC2;EXOSC1;WDR82;ZC3H18;RBM26;PAPOLG;EXOSC6;EXOSC9;EXOSC2;EXOSC5;ZC3H3;XRN2;TENT4B;MTREX,242,1
455,TRAF6 mediated NF-kB activation,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Oligo,1.4046415062252005,1.8809311297872904,0.5924490330756633,0.0431211835754688,0.5924490330756633,0.9336053957213052,1.3096626037983754,0.9336053957213052,1.4046415062252005,9,HMGB1;IFIH1;MAP3K1;NFKB1;NFKB2;NKIRAS1;RELA;TRAF2;TRAF6,21,APP;CHUK;HMGB1;IFIH1;IKBKB;IKBKG;MAP3K1;MAVS;NFKB1;NFKB2;NFKBIA;NFKBIB;NKIRAS1;NKIRAS2;RELA;RNF135;S100B;TRAF2;TRAF6;TRIM25;TRIM4,21,IKBKG;APP;IFIH1;S100B;RELA;TRAF6;TRAF2;MAP3K1;HMGB1;NFKB2;IKBKB;TRIM25;NKIRAS2;CHUK;NFKBIA;NFKB1;RNF135;TRIM4;NFKBIB;NKIRAS1;MAVS,9,IFIH1;RELA;TRAF6;TRAF2;MAP3K1;HMGB1;NFKB2;NFKB1;NKIRAS1,22,2
456,Kidney development,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,OPC,-1.0246981608309198,-1.367856521517053,0.6632766602772276,0.3596048468982579,0.6632766602772276,0.0210701286921556,-0.8809754280332912,0.9333828559887998,1.0246981608309198,9,CTNNB1;FGF2;GDNF;GFRA1;JAG1;PLAC8;SALL1;SLIT2;WFDC2,20,CTNNB1;EYA1;FGF2;GDNF;GFRA1;GREM1;ID4;ITGA8;ITGB1;JAG1;LFNG;MECOM;NPNT;PCDH19;PLAC8;RET;ROBO2;SALL1;SLIT2;WFDC2,20,CTNNB1;JAG1;ROBO2;WFDC2;NPNT;FGF2;SALL1;LFNG;ITGB1;ID4;GREM1;ITGA8;SLIT2;PLAC8;MECOM;GDNF;PCDH19;EYA1;RET;GFRA1,9,CTNNB1;JAG1;WFDC2;FGF2;SALL1;SLIT2;PLAC8;GDNF;GFRA1,311,1
459,MITF-M-dependent gene expression,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,Astro,-0.968772806194356,-1.3427394473370016,0.8092219526507956,0.2030067211027335,0.8092219526507956,-0.8539134397756087,0.0324539818401481,0.9316685543299784,0.9898546753005776,15,AGO1;ARID1A;ATP6V0D1;ATP6V0E2;ATP6V1D;ATP6V1F;CDC25B;CDH1;CEACAM1;GPR143;HINT1;MCM5;MOV10;PPARGC1A;TCF7L2,81,ACTB;ACTL6A;AGO1;AGO2;AGO3;AGO4;AKT2;ARID1A;ARID1B;ASAH1;ATP6AP2;ATP6V0A1;ATP6V0B;ATP6V0D1;ATP6V0E1;ATP6V0E2;ATP6V1A;ATP6V1B2;ATP6V1C1;ATP6V1D;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;BCL7A;BCL7B;BCL7C;BRCA1;CCND1;CDC25B;CDH1;CDH2;CDKN1A;CDKN2A;CEACAM1;CREB1;CTNNB1;DCT;DIAPH1;DICER1;DPF1;DPF3;EDIL3;GMPR;GPR143;GXYLT2;HDAC1;HINT1;ITGA2;LIG1;MAPK14;MCM5;MITF;MLPH;MOV10;MYO5A;MYRIP;PLK1;POU3F2;PPARGC1A;PXDN;PXN;RAB27A;SERPINE1;SIN3A;SMARCC1;SMARCD1;SMARCD2;SMARCD3;SOX10;SS18;STT3B;SYTL2;TCF7;TCF7L1;TCF7L2;TNRC6A;TNRC6B;TNRC6C;TRPM1;USF1,81,HINT1;GMPR;CTNNB1;ASAH1;ITGA2;EDIL3;CDH1;ATP6V1D;CREB1;AGO1;SIN3A;BCL7B;SYTL2;ATP6V1F;ATP6V0E2;TCF7;DIAPH1;ATP6V0D1;MYRIP;USF1;ACTL6A;MOV10;STT3B;POU3F2;LIG1;SS18;SMARCD3;ATP6V0E1;SMARCD2;AGO3;TCF7L1;DCT;CEACAM1;MCM5;SOX10;SMARCD1;MAPK14;ATP6V1E1;MYO5A;HDAC1;BRCA1;CDC25B;DPF3;RAB27A;ATP6V1A;ATP6AP2;TCF7L2;TNRC6B;SMARCC1;DICER1;AGO2;TNRC6C;ARID1B;BCL7A;MITF;GXYLT2;ACTB;MLPH;CDKN1A;GPR143;TRPM1;CCND1;PLK1;ATP6V0B;DPF1;PXN;ATP6V1H;BCL7C;TNRC6A;ATP6V1C1;CDH2;AKT2;ATP6V1B2;ATP6V1G1;PPARGC1A;ATP6V0A1;ARID1A;AGO4;CDKN2A;PXDN;SERPINE1,15,HINT1;CDH1;ATP6V1D;AGO1;ATP6V1F;ATP6V0E2;ATP6V0D1;MOV10;CEACAM1;MCM5;CDC25B;TCF7L2;GPR143;PPARGC1A;ARID1A,198,2
461,Protein localization,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,OPC,-1.2433775398620943,-0.9554836419929484,0.4437867170887039,0.8102370292807135,0.8102370292807135,-0.988034638310037,-1.3636164299394935,0.9304184353041468,1.0707160480047289,46,ABCD3;ACO2;ACOX1;ATAD1;ATP5F1B;ATP5MC1;BCS1L;CHCHD10;CHCHD2;CHCHD5;CHCHD7;CMC2;COA4;CS;DDO;DECR2;DHRS4;EMD;EPHX2;FIS1;GFER;GRPEL1;IDH1;IDH3G;LDHD;MTX2;NUDT7;PEX11B;PEX7;PIPOX;PITRM1;PMPCA;PXMP4;SAMM50;SLC25A12;SLC25A13;SLC25A4;TIMM10;TIMM13;TIMM17B;TIMM50;TOMM22;TOMM7;UBA52;UBL4A;VDAC1,118,ABCD1;ABCD3;ACAA1;ACBD5;ACO2;ACOT2;ACOT8;ACOX1;AGPS;ALDH3A2;APP;ATAD1;ATP5F1A;ATP5F1B;ATP5MC1;BAAT;BAG6;BCS1L;CAMLG;CAT;CHCHD10;CHCHD2;CHCHD3;CHCHD4;CHCHD5;CHCHD7;CMC2;COA4;COA6;COQ2;COX17;CRAT;CS;CYB5A;CYC1;DDO;DECR2;DHRS4;DNAJC19;ECH1;EHHADH;EMD;EPHX2;FIS1;GDAP1;GFER;GNPAT;GRPEL1;GRPEL2;GSTK1;HACL1;HMGCL;HMOX1;HSD17B4;HSPA9;HSPD1;IDE;IDH1;IDH3G;LDHD;MLYCD;MPV17;MTX1;MTX2;NUDT19;NUDT7;PAOX;PEX1;PEX10;PEX11B;PEX13;PEX14;PEX16;PEX26;PEX3;PEX7;PHYH;PIPOX;PITRM1;PMPCA;PMPCB;PRNP;PXMP4;RPS27A;SAMM50;SCP2;SEC61B;SEC61G;SERP1;SGTA;SLC25A12;SLC25A13;SLC25A4;STX1A;STX5;TIMM10;TIMM13;TIMM17A;TIMM17B;TIMM22;TIMM50;TIMM8A;TIMM8B;TIMM9;TOMM20;TOMM22;TOMM40;TOMM7;TOMM70;TYSND1;UBA52;UBB;UBC;UBE2D1;UBE2D2;UBE2D3;UBL4A;VDAC1,118,FIS1;ACAA1;IDH1;SEC61B;GSTK1;ECH1;PEX14;CAT;SGTA;CHCHD7;SCP2;APP;CRAT;DECR2;TOMM20;NUDT7;TIMM10;PEX11B;LDHD;IDH3G;PIPOX;PMPCB;PITRM1;TOMM7;TIMM17B;DDO;GDAP1;CS;CYB5A;SLC25A12;ACOX1;CHCHD4;SEC61G;IDE;ACBD5;BCS1L;TIMM13;UBA52;EMD;RPS27A;TIMM9;TOMM22;UBE2D1;PMPCA;CYC1;ALDH3A2;CHCHD5;CHCHD2;MTX2;TIMM8B;CMC2;PAOX;COA4;TIMM17A;ABCD3;PEX10;HACL1;ACO2;DHRS4;SERP1;MTX1;PEX13;PEX16;PXMP4;PEX1;UBE2D3;PEX3;GRPEL2;CHCHD10;STX1A;PHYH;UBC;COX17;PEX7;TIMM22;SAMM50;TYSND1;EHHADH;HSD17B4;UBL4A;HMGCL;MLYCD;DNAJC19;ACOT8;CAMLG;STX5;ABCD1;PRNP;COQ2;NUDT19;UBE2D2;MPV17;GNPAT;HSPD1;TIMM8A;SLC25A4;UBB;BAAT;GRPEL1;VDAC1;COA6;EPHX2;HSPA9;SLC25A13;ACOT2;BAG6;TIMM50;TOMM40;AGPS;PEX26;ATAD1;CHCHD3;ATP5F1B;ATP5MC1;ATP5F1A;TOMM70;GFER;HMOX1,46,FIS1;IDH1;CHCHD7;DECR2;NUDT7;TIMM10;PEX11B;LDHD;IDH3G;PIPOX;PITRM1;TOMM7;TIMM17B;DDO;CS;SLC25A12;ACOX1;BCS1L;TIMM13;UBA52;EMD;TOMM22;PMPCA;CHCHD5;CHCHD2;MTX2;CMC2;COA4;ABCD3;ACO2;DHRS4;PXMP4;CHCHD10;PEX7;SAMM50;UBL4A;SLC25A4;GRPEL1;VDAC1;EPHX2;SLC25A13;TIMM50;ATAD1;ATP5F1B;ATP5MC1;GFER,88,2
466,Processing of antigen in germinal center B cells,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,3,0,0,OPC,-1.3331199147654471,-1.9943063309902576,0.3675649269348406,0.0142592907963281,0.3675649269348406,-0.9262020971313032,-2.08687331605717,0.9262020971313032,1.3331199147654471,19,ACTR1A;CTSA;CTSV;DCTN1;DCTN2;DYNC1H1;DYNLL2;HLA-DMA;KIF22;KIF3A;KIF3C;KIF5A;OSBPL1A;SPTBN2;TUBA1A;TUBA1B;TUBA4A;TUBB4A;TUBB4B,60,ACTR10;ACTR1A;ACTR1B;CAPZA1;CAPZA2;CAPZB;CENPE;CTSA;CTSB;CTSL;CTSO;CTSV;DCTN1;DCTN2;DCTN3;DCTN4;DCTN5;DCTN6;DYNC1H1;DYNC1I1;DYNC1I2;DYNC1LI1;DYNC1LI2;DYNLL1;DYNLL2;HLA-DMA;HLA-DMB;HLA-DOA;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DRA;KIF11;KIF15;KIF22;KIF2A;KIF2C;KIF3A;KIF3B;KIF3C;KIF4A;KIF5A;KIF5B;KIF5C;KIFAP3;KLC1;KLC2;OSBPL1A;RACGAP1;RILP;SPTBN2;TUBA1A;TUBA1B;TUBA4A;TUBB2A;TUBB2B;TUBB4A;TUBB4B;TUBB6;TUBB8,60,DCTN6;KLC1;DYNC1LI1;RACGAP1;CTSB;HLA-DMA;DCTN3;CTSO;TUBB4A;KIF15;KIF22;TUBB2A;CTSA;TUBA1B;OSBPL1A;HLA-DPB1;DYNC1H1;KIF5B;CENPE;RILP;TUBB4B;KIF4A;DCTN2;KIF11;TUBB2B;ACTR1A;CTSL;KIF5C;KIF3C;KIF3B;KIF3A;DYNC1LI2;HLA-DRA;DCTN4;CAPZA1;DCTN5;CTSV;HLA-DQA1;TUBB8;SPTBN2;KIF2C;KIF5A;HLA-DMB;KLC2;TUBB6;DYNC1I1;TUBA1A;DYNLL2;DYNC1I2;ACTR1B;ACTR10;CAPZB;HLA-DOA;CAPZA2;KIF2A;DCTN1;DYNLL1;KIFAP3;TUBA4A;HLA-DPA1,19,HLA-DMA;TUBB4A;KIF22;CTSA;TUBA1B;OSBPL1A;DYNC1H1;TUBB4B;DCTN2;ACTR1A;KIF3C;KIF3A;CTSV;SPTBN2;KIF5A;TUBA1A;DYNLL2;DCTN1;TUBA4A,85,2
